,customer_id,customer_name,customer_gender,customer_birthdate,kids_home,teens_home,number_complaints,distinct_stores_visited,lifetime_spend_groceries,lifetime_spend_electronics,typical_hour,lifetime_spend_vegetables,lifetime_spend_nonalcohol_drinks,lifetime_spend_alcohol_drinks,lifetime_spend_meat,lifetime_spend_fish,lifetime_spend_hygiene,lifetime_spend_videogames,lifetime_spend_petfood,lifetime_total_distinct_products,percentage_of_products_bought_promotion,year_first_transaction,loyalty_card_number,latitude,longitude
6723,23436,Phd. Daniel Dukes,male,08/03/1989 10:33 AM,1.0,0.0,1.0,1.0,15176.0,1236.0,12.0,1898.0,330.0,416.0,58.0,,1056.0,252.0,261.0,46.0,0.1634945173303804,2013.0,954029.0,38.7816991552272,-9.17665611267053
6724,19197,Bsc. David Burbank,male,01/26/2001 04:34 PM,1.0,0.0,1.0,2.0,63013.0,4336.0,9.0,722.0,104.0,284.0,877.0,1402.0,536.0,348.0,339.0,42.0,0.131493651182783,2025.0,,38.773413209130645,-9.13401740948297
6725,2911,Bsc. Jamie Hearn,female,11/26/1948 09:30 AM,5.0,2.0,0.0,2.0,8521.0,5111.0,11.0,1331.0,824.0,1470.0,2120.0,1195.0,788.0,407.0,86.0,278.0,0.1478930442267187,2009.0,960937.0,38.75125036507967,-9.193731902035973
6726,37373,Robert Walden,male,08/07/2000 11:28 AM,1.0,2.0,2.0,3.0,6692.0,445.0,10.0,99.0,212.0,159.0,837.0,333.0,734.0,39.0,162.0,53.0,0.2783855715017721,2024.0,,38.73759125389634,-9.15570143218173
6727,11626,Msc. Anna Shapiro,female,04/18/1997 12:35 PM,0.0,1.0,0.0,2.0,73717.0,4098.0,12.0,515.0,327.0,1629.0,733.0,793.0,674.0,598.0,334.0,106.0,0.1446013201060972,2019.0,929608.0,38.77071485721088,-9.154733928274496
6728,2912,Msc. David Rosenthal,male,12/18/2000 03:45 PM,0.0,1.0,1.0,5.0,15478.0,89.0,13.0,1338.0,190.0,134.0,922.0,335.0,507.0,49.0,277.0,86.0,1.163094912004896,2024.0,926359.0,38.75896987966642,-9.126772266528972
6729,19937,Phd. Robert Taylor,male,02/07/1953 01:40 PM,1.0,1.0,0.0,3.0,11323.0,3300.0,11.0,1833.0,405.0,449.0,40.0,31.0,313.0,248.0,312.0,61.0,0.0330667989990118,2014.0,942882.0,38.75534582406371,-9.1893418545486
6730,2455,Phd. Debra Sharpe,female,03/30/1945 11:00 PM,0.0,1.0,0.0,1.0,9207.0,4401.0,14.0,343.0,604.0,1430.0,947.0,2076.0,768.0,742.0,495.0,201.0,0.2124187741585218,2008.0,955055.0,38.75638524963667,-9.083274653422071
6731,31611,Matthew Carbonaro,male,09/14/1957 01:23 AM,1.0,1.0,1.0,1.0,15089.0,7546.0,19.0,215.0,684.0,839.0,777.0,747.0,230.0,956.0,208.0,90.0,0.3257293193065655,2017.0,,38.74980875467285,-9.162336653435124
6732,13003,Msc. Donald Sanchez,male,12/28/1971 11:32 AM,3.0,2.0,3.0,7.0,19410.0,5263.0,8.0,935.0,691.0,807.0,1601.0,1641.0,216.0,309.0,0.0,287.0,0.1955612026748754,2014.0,908642.0,38.77822678819374,-9.13146720820983
6733,24800,Cindy Kastner,female,11/02/1977 07:32 AM,1.0,1.0,1.0,4.0,32357.0,1597.0,9.0,270.0,986.0,959.0,883.0,783.0,1216.0,443.0,164.0,327.0,0.308888273717849,2008.0,935752.0,38.72758975158816,-9.182427165664487
6734,31182,Constance Mathews,female,02/19/2000 07:06 AM,0.0,0.0,0.0,2.0,8749.0,502.0,23.0,219.0,109.0,1293.0,344.0,624.0,269.0,316.0,157.0,9.0,0.213761687802501,2021.0,,38.75043870596053,-9.161494590754272
6735,7441,Bsc. Chad Ortiz,male,08/02/1991 08:55 PM,2.0,1.0,1.0,4.0,9272.0,4432.0,8.0,979.0,415.0,829.0,1114.0,1500.0,1687.0,452.0,550.0,154.0,0.281877509116907,2018.0,998035.0,38.71083083662503,-9.195014491141787
6736,24347,Brooke Ochoa,female,07/19/1959 07:49 AM,0.0,0.0,1.0,1.0,14666.0,3879.0,7.0,327.0,126.0,167.0,1321.0,976.0,23.0,449.0,476.0,298.0,0.8652494683132985,2012.0,,38.75972049381534,-9.127557288597329
6737,23137,Bsc. Dustin Allison,male,06/19/1966 03:11 PM,1.0,0.0,0.0,5.0,9932.0,2862.0,12.0,1788.0,269.0,306.0,78.0,67.0,578.0,206.0,242.0,19.0,0.0466601555915587,2013.0,983923.0,38.758490234012726,-9.18931398176488
6738,33709,Mollie Simcox,female,12/06/1948 11:33 PM,1.0,0.0,1.0,2.0,10634.0,1580.0,8.0,1766.0,281.0,169.0,35.0,152.0,542.0,187.0,222.0,38.0,0.1221731788381909,2017.0,,38.7106715199324,-9.174678934516022
6739,2654,Msc. Christopher Basham,male,05/04/1950 05:18 AM,1.0,1.0,1.0,2.0,16906.0,3427.0,13.0,331.0,416.0,769.0,902.0,963.0,742.0,208.0,393.0,332.0,0.0314072860925692,2011.0,974413.0,38.73770795161517,-9.152519234980687
6740,6401,Bsc. Thomas Christensen,male,01/13/2001 05:34 PM,0.0,0.0,0.0,2.0,9517.0,536.0,20.0,,411.0,1213.0,225.0,164.0,366.0,410.0,254.0,30.0,0.8267574626659757,2020.0,916664.0,38.74495172120281,-9.165063208993605
6741,8616,Bsc. Patricia Magaldi,female,04/05/1988 05:14 AM,0.0,0.0,1.0,2.0,28197.0,10414.0,21.0,42.0,606.0,914.0,1133.0,859.0,88.0,1489.0,285.0,6.0,0.2289626783687524,2017.0,906563.0,38.75159497727338,-9.16508409120815
6742,7628,Msc. Jane Wyant,female,07/17/1960 01:27 AM,1.0,1.0,1.0,2.0,18808.0,3036.0,17.0,268.0,482.0,1052.0,1484.0,931.0,1379.0,319.0,208.0,412.0,0.3866523154252934,2014.0,991056.0,38.72822251856821,-9.167268820961612
6743,28218,Helen Hallinan,female,11/19/2001 01:38 PM,0.0,0.0,0.0,2.0,45916.0,5891.0,20.0,193.0,383.0,366.0,1100.0,1149.0,44.0,526.0,448.0,120.0,0.2710552516234096,2025.0,,38.77313150340937,-9.163500138397898
6744,2678,Msc. Julie Farmer,female,02/14/1971 03:47 PM,0.0,1.0,1.0,3.0,10613.0,819.0,13.0,41.0,156.0,68.0,774.0,315.0,275.0,25.0,330.0,24.0,0.9676922381266072,2004.0,971801.0,38.738685882921786,-9.130101895420148
6745,18832,Charles Finkel,male,04/05/1940 12:14 PM,1.0,1.0,1.0,2.0,10933.0,601.0,10.0,872.0,152.0,89.0,614.0,330.0,155.0,296.0,225.0,22.0,1.028143293505708,2018.0,972193.0,38.76723316779911,-9.184742152364429
6746,28386,Bsc. Ralph May,male,06/12/1957 08:25 PM,1.0,1.0,0.0,3.0,77138.0,2797.0,24.0,2132.0,704.0,1725.0,1744.0,1319.0,812.0,498.0,527.0,130.0,0.1296056552169517,2015.0,926354.0,38.73098456773768,-9.177466550830966
6747,9208,Msc. Pamela Smith,female,05/11/1985 02:52 AM,5.0,2.0,1.0,1.0,25027.0,6100.0,10.0,531.0,894.0,2065.0,377.0,1479.0,563.0,430.0,324.0,265.0,0.3022213732879462,2008.0,930256.0,38.77295024502207,-9.15597796243092
6748,2782,Phd. Rebecca Sutton,female,09/13/1969 11:32 PM,0.0,2.0,0.0,3.0,16857.0,508.0,17.0,1237.0,55.0,,834.0,564.0,206.0,281.0,370.0,30.0,0.8076662808452993,2015.0,953205.0,38.75816242516415,-9.13535163575382
6749,32588,Keith Tuttle,male,05/10/1954 06:31 PM,1.0,0.0,1.0,1.0,2970.0,2171.0,18.0,2047.0,303.0,344.0,29.0,89.0,821.0,83.0,150.0,24.0,0.1444769811984175,2011.0,,38.73490844105788,-9.172842264778811
6750,9418,Timothy Fisher,male,10/18/1993 10:13 PM,2.0,1.0,,2.0,11808.0,1824.0,12.0,182.0,224.0,390.0,211.0,321.0,955.0,159.0,248.0,39.0,-0.2756867085393673,2016.0,987516.0,38.74683151707489,-9.15631456701459
6751,411,Bsc. Randy Mosley,male,08/02/1940 01:18 AM,0.0,1.0,0.0,1.0,34217.0,16524.0,9.0,111.0,500.0,829.0,801.0,1171.0,248.0,1525.0,186.0,21.0,0.258224853590304,2015.0,989767.0,38.7577721038229,-9.17125689885321
6752,22228,Bsc. Connie Tyson,female,05/14/1946 12:57 PM,6.0,2.0,1.0,5.0,1506.0,4198.0,11.0,247.0,1256.0,1144.0,640.0,,1318.0,415.0,322.0,323.0,0.1159568890577814,2006.0,957657.0,38.76814482683543,-9.163231531871434
6753,14862,Msc. Genevieve Loper,female,03/23/1986 02:15 AM,1.0,1.0,0.0,3.0,23142.0,7846.0,23.0,285.0,422.0,1388.0,1573.0,2366.0,1103.0,556.0,274.0,184.0,0.0907049202000991,2021.0,914610.0,38.74085071606135,-9.08199322330732
6754,31668,Peggy Baker,female,09/04/1949 07:21 PM,2.0,0.0,1.0,4.0,1005.0,3917.0,22.0,171.0,629.0,400.0,854.0,1166.0,1133.0,287.0,319.0,227.0,0.9704115473253796,2017.0,987605.0,38.78585587419133,-9.117346707748812
6755,2376,Msc. Federico Delvalle,male,02/08/1996 02:17 AM,2.0,1.0,2.0,1.0,13404.0,1713.0,8.0,199.0,191.0,767.0,555.0,340.0,146.0,40.0,139.0,108.0,0.6031853226544708,2017.0,941158.0,38.74757539348175,-9.155804383530306
6756,171,Bsc. Elizabeth Wiggins,female,02/10/1956 10:27 PM,0.0,1.0,0.0,1.0,8566.0,9194.0,10.0,15.0,402.0,932.0,753.0,605.0,162.0,868.0,372.0,85.0,0.3963824338303362,2016.0,902888.0,38.77392896286988,-9.153849686204811
6757,7193,Bsc. Phyllis Yorke,female,07/28/1945 09:52 AM,1.0,0.0,1.0,4.0,13697.0,4158.0,24.0,2161.0,280.0,295.0,12.0,,780.0,139.0,224.0,132.0,0.1535507308433291,2017.0,927067.0,38.76488381761741,-9.17256267061302
6758,37543,Jamie Newmark,female,09/09/1951 06:17 AM,0.0,1.0,0.0,2.0,5872.0,11003.0,9.0,31.0,316.0,1192.0,1200.0,1080.0,615.0,1304.0,372.0,67.0,0.2985912175790008,2018.0,,38.73330193133133,-9.190739611748874
6759,3510,Phd. Henry Okumura,male,12/29/1993 11:54 AM,1.0,0.0,1.0,2.0,18733.0,1744.0,7.0,2401.0,459.0,356.0,81.0,111.0,983.0,279.0,328.0,121.0,0.0710810856573098,2014.0,990660.0,38.76879367865742,-9.121257096367328
6760,11000,Bsc. Tara Carroll,female,02/17/1975 03:01 AM,0.0,0.0,1.0,1.0,12727.0,3892.0,9.0,191.0,398.0,1134.0,1100.0,1282.0,424.0,1313.0,391.0,86.0,0.2984395827433039,2019.0,900132.0,38.74069522239514,-9.16453839076611
6761,15700,Bsc. Charlene Walker,female,10/07/1956 01:57 AM,1.0,1.0,1.0,5.0,25141.0,6970.0,11.0,555.0,747.0,1064.0,1021.0,1246.0,613.0,106.0,150.0,269.0,0.0961565645762585,1999.0,964466.0,38.75785235715633,-9.129001776387836
6762,11784,Phd. Melissa Shoulta,female,04/28/1945 01:38 PM,0.0,0.0,1.0,1.0,16062.0,10749.0,22.0,87.0,1026.0,1457.0,819.0,755.0,578.0,803.0,214.0,136.0,0.0698350862273703,2017.0,909565.0,38.77798105312424,-9.202801799043089
6763,5608,Bsc. Wanda Solares,female,03/17/1985 09:41 AM,3.0,3.0,1.0,5.0,5494.0,3480.0,9.0,1149.0,678.0,2773.0,1232.0,719.0,1077.0,286.0,694.0,239.0,0.2574378951453601,2016.0,955569.0,38.719562973336,-9.15284909245495
6764,19139,Susan Yates,female,11/12/1991 03:19 AM,2.0,2.0,2.0,2.0,8480.0,814.0,8.0,236.0,151.0,906.0,567.0,363.0,487.0,153.0,145.0,37.0,0.7982817781093026,2021.0,,38.74820621740947,-9.156703083158384
6765,12621,Phd. Hazel Rutledge,female,03/30/2000 12:51 PM,0.0,0.0,1.0,2.0,42058.0,9697.0,13.0,868.0,140.0,468.0,724.0,941.0,461.0,510.0,244.0,252.0,0.0341944825417593,2018.0,,38.711146182853774,-9.188448279846138
6766,30072,Msc. Raven Manley,female,03/31/1943 03:14 PM,1.0,1.0,0.0,1.0,59617.0,8373.0,16.0,231.0,616.0,1257.0,978.0,1619.0,683.0,509.0,236.0,190.0,0.0844164444398093,2014.0,991997.0,38.73692536341813,-9.166461262174016
6767,19130,Michelle Stolte,female,09/27/1977 03:43 AM,0.0,0.0,0.0,3.0,6446.0,281.0,8.0,413.0,149.0,141.0,780.0,347.0,456.0,226.0,220.0,1.0,1.0729301801034854,2019.0,979419.0,38.720244371814665,-9.170833099756631
6768,18431,Beverly Nelson,female,11/05/1984 03:01 PM,0.0,0.0,1.0,3.0,13507.0,199.0,18.0,122.0,102.0,117.0,671.0,7.0,477.0,288.0,190.0,23.0,1.045980844181895,2021.0,945406.0,38.76698111826819,-9.162920731210374
6769,137,Bsc. Frank Day,male,04/13/1951 02:20 PM,1.0,1.0,1.0,5.0,1024.0,416.0,13.0,647.0,179.0,180.0,838.0,670.0,448.0,122.0,483.0,90.0,0.5352492086917278,2012.0,990189.0,38.77405345297576,-9.148832837262947
6770,8133,Bsc. Sybil Stephens,female,03/17/1976 07:32 PM,1.0,1.0,0.0,2.0,52313.0,2588.0,18.0,330.0,372.0,1418.0,1719.0,1338.0,472.0,420.0,499.0,163.0,0.3236382467096443,2009.0,900433.0,38.70861018089548,-9.147670709439886
6771,35269,Robert Marquez,male,09/25/1987 11:48 AM,1.0,0.0,1.0,5.0,20345.0,1756.0,13.0,1888.0,407.0,482.0,42.0,18.0,830.0,283.0,375.0,34.0,0.1587043095336867,2017.0,,38.71429517709336,-9.15134533337456
6772,17136,Bsc. Douglas Morrison,male,04/16/1982 12:11 PM,0.0,1.0,1.0,3.0,456.0,6920.0,10.0,957.0,1231.0,1994.0,1371.0,1905.0,974.0,473.0,371.0,326.0,0.2487371657866123,2014.0,901238.0,38.734745192056494,-9.116662011690812
6773,20317,Msc. Nathan Calhoun,male,05/05/1969 01:50 PM,0.0,,1.0,2.0,36187.0,5668.0,20.0,1332.0,560.0,1251.0,1934.0,1840.0,1552.0,535.0,272.0,124.0,0.1085718746631105,2016.0,906212.0,38.743915953613936,-9.163777279744462
6774,17609,Phd. Lois Jacks,female,02/27/1976 01:26 AM,1.0,0.0,1.0,2.0,43241.0,3658.0,11.0,215.0,655.0,1449.0,735.0,929.0,562.0,368.0,337.0,303.0,1.4028587553843694,2017.0,,38.740683489522326,-9.156667019323365
6775,29951,Barbara Jones,female,10/15/1996 08:17 PM,2.0,1.0,2.0,3.0,11111.0,55.0,9.0,233.0,137.0,510.0,355.0,64.0,246.0,133.0,209.0,31.0,1.1970376296581873,2021.0,,38.74817798270583,-9.155636886537296
6776,38095,Frankie Stinebaugh,female,06/28/1968 04:16 AM,3.0,2.0,1.0,4.0,11909.0,5688.0,10.0,552.0,862.0,1527.0,1099.0,1292.0,681.0,415.0,466.0,203.0,0.1683920319244696,2005.0,,38.72883712380695,-9.195892464434804
6777,18233,Phd. Yer Hiser,female,05/20/1967 06:44 PM,1.0,1.0,0.0,1.0,62993.0,4845.0,23.0,1593.0,403.0,1715.0,1185.0,1459.0,744.0,682.0,608.0,107.0,0.0028900748362672,2013.0,970016.0,38.75879753623958,-9.081980643544908
6778,7798,Bsc. Gary Bentley,male,03/07/1947 11:45 AM,0.0,1.0,0.0,1.0,22207.0,8454.0,16.0,2.0,310.0,1504.0,1020.0,580.0,257.0,1756.0,309.0,165.0,0.176987554109191,2014.0,956684.0,38.76449824639095,-9.17876657539211
6779,940,Bsc. Rebecca Dyer,female,05/17/1973 09:32 PM,1.0,1.0,0.0,4.0,40240.0,4887.0,14.0,87.0,407.0,1258.0,1360.0,1847.0,400.0,508.0,833.0,77.0,0.1324018054104931,2004.0,947486.0,38.71997963577399,-9.145259728327323
6780,28471,Anna Thomas,female,02/04/1951 09:32 AM,0.0,0.0,2.0,1.0,29517.0,10685.0,21.0,154.0,169.0,1161.0,435.0,1602.0,729.0,1789.0,393.0,126.0,0.2085123961993634,2020.0,,38.77700142795026,-9.165053290140571
6781,39794,Hortensia Dominguez,female,03/09/1959 12:40 AM,1.0,0.0,1.0,3.0,19234.0,1933.0,17.0,1952.0,383.0,314.0,1.0,42.0,1096.0,157.0,142.0,38.0,0.1015768774820222,2012.0,,38.70968634946531,-9.194236502050686
6782,5266,Bsc. Monty Seiler,male,09/14/1987 07:18 AM,0.0,1.0,0.0,3.0,49170.0,3019.0,13.0,191.0,533.0,650.0,1179.0,1155.0,575.0,265.0,370.0,180.0,0.8791734882623237,2010.0,907007.0,38.74126579777175,-9.133567274375462
6783,14571,Bsc. Cheryl Pickle,female,02/13/1986 06:22 AM,1.0,0.0,0.0,2.0,14216.0,3364.0,21.0,1645.0,485.0,407.0,32.0,62.0,946.0,219.0,169.0,111.0,0.0503702129929366,2011.0,968480.0,38.71718247247782,-9.158625348554647
6784,10522,Msc. David Montague,male,09/23/1997 07:56 PM,1.0,1.0,1.0,4.0,1136.0,3833.0,13.0,431.0,648.0,808.0,1008.0,739.0,1012.0,331.0,526.0,140.0,0.2608570570913514,2021.0,945665.0,38.76074404567182,-9.13813981553747
6785,32736,Steven Brownlee,male,10/08/1950 01:26 AM,1.0,2.0,0.0,7.0,44274.0,5221.0,11.0,1182.0,728.0,,1857.0,1467.0,1044.0,253.0,319.0,200.0,0.3123504410621801,2011.0,,38.782035770042846,-9.122336904508964
6786,10667,Phd. Ashley Roy,female,02/11/1978 09:54 PM,1.0,1.0,1.0,4.0,11828.0,557.0,13.0,255.0,90.0,162.0,613.0,190.0,423.0,146.0,276.0,2.0,0.5379694967216883,2015.0,922358.0,38.7155468110998,-9.15638233881094
6787,31227,Anita Wagner,female,01/11/1994 03:47 PM,0.0,2.0,1.0,4.0,8076.0,525.0,10.0,725.0,96.0,80.0,615.0,215.0,106.0,196.0,302.0,98.0,0.8249895104039083,2018.0,932085.0,38.763279731007714,-9.18577767410878
6788,23452,Theodora Rutledge,female,05/28/1985 02:01 AM,0.0,0.0,0.0,4.0,8275.0,303.0,20.0,119.0,238.0,128.0,612.0,270.0,601.0,172.0,290.0,74.0,0.8010177323095109,2021.0,933849.0,38.76697130157476,-9.18990305069515
6789,21019,Lula Reyna,female,07/14/1992 07:36 PM,2.0,1.0,2.0,2.0,10848.0,417.0,11.0,134.0,323.0,668.0,373.0,,235.0,130.0,175.0,78.0,0.6886702464657186,2017.0,,38.74772658823683,-9.157183910349891
6790,7556,Mary Hall,female,12/21/1990 02:29 AM,2.0,1.0,2.0,2.0,12269.0,1239.0,10.0,203.0,253.0,680.0,405.0,182.0,356.0,180.0,208.0,88.0,0.269870444961604,2014.0,964102.0,38.74748611420568,-9.157579236084688
6791,34271,Michael Enoch,male,12/10/1996 10:15 AM,2.0,1.0,2.0,1.0,8540.0,528.0,11.0,121.0,164.0,512.0,583.0,454.0,548.0,26.0,320.0,43.0,-0.0113670075880278,2018.0,,38.74740228851601,-9.156423522521363
6792,33103,Anne Medina,female,08/30/1952 06:49 PM,1.0,1.0,2.0,2.0,7515.0,234.0,14.0,226.0,67.0,135.0,784.0,208.0,1007.0,34.0,260.0,18.0,0.74438913949398,2019.0,977454.0,38.77777425937292,-9.130020234167104
6793,39529,Harry Arroyo,male,06/07/1959 05:52 PM,4.0,2.0,0.0,5.0,21457.0,6748.0,10.0,702.0,1252.0,1736.0,1533.0,1051.0,1245.0,453.0,619.0,396.0,0.1669565516780994,2011.0,,38.7335428477311,-9.175223585128013
6794,5590,Bsc. Henry Buchanan,male,10/20/1965 03:51 AM,0.0,1.0,1.0,1.0,9609.0,10180.0,22.0,264.0,742.0,1242.0,1275.0,,171.0,1309.0,306.0,112.0,0.1616847667015359,2021.0,984697.0,38.74423550407867,-9.197360016106355
6795,31722,Eduardo Hamilton,male,01/19/1986 04:22 AM,1.0,1.0,1.0,3.0,32922.0,6665.0,6.0,233.0,421.0,1238.0,985.0,816.0,43.0,385.0,219.0,312.0,0.6718281290349801,2016.0,902624.0,38.759516578426975,-9.184661810471615
6796,7221,Msc. Matthew Bourbeau,male,09/14/1976 09:45 PM,0.0,0.0,1.0,1.0,8566.0,11368.0,17.0,52.0,205.0,574.0,1213.0,606.0,511.0,1091.0,236.0,147.0,0.2049199683180771,2021.0,987945.0,38.72506318589284,-9.19132729368846
6797,34626,Christopher Guieb,male,04/23/1944 02:26 PM,0.0,1.0,1.0,4.0,8420.0,77.0,11.0,354.0,135.0,116.0,721.0,40.0,484.0,93.0,356.0,40.0,0.942760517855248,2011.0,995931.0,38.7162563266602,-9.151376393263648
6798,16555,Rita Mckee,female,07/06/1975 07:27 AM,1.0,1.0,2.0,6.0,12000.0,147.0,13.0,554.0,144.0,129.0,434.0,424.0,518.0,408.0,478.0,40.0,1.278684536488746,2019.0,935778.0,38.75653067800953,-9.151931826631095
6799,30786,Marti Smith,female,11/08/1997 03:35 AM,2.0,1.0,2.0,3.0,8628.0,992.0,7.0,71.0,363.0,771.0,655.0,107.0,311.0,65.0,468.0,81.0,0.039367030263977,2021.0,,38.74793711659734,-9.1568067440456
6800,11848,Bsc. Terry White,male,02/20/1957 05:52 AM,0.0,1.0,0.0,3.0,46166.0,7472.0,19.0,,260.0,1642.0,860.0,1786.0,71.0,577.0,373.0,187.0,0.0248985897011721,2005.0,902142.0,38.73996099839226,-9.149238790912204
6801,31354,Dewey Wiren,male,05/11/1957 06:11 PM,1.0,0.0,0.0,5.0,10213.0,1496.0,13.0,2015.0,380.0,569.0,75.0,139.0,690.0,196.0,423.0,106.0,0.0696098071461355,2021.0,,38.754164922265154,-9.188785145746632
6802,39468,Valeria Kirby,female,01/23/1968 07:34 PM,1.0,0.0,1.0,1.0,69943.0,3552.0,12.0,,198.0,337.0,810.0,571.0,199.0,806.0,524.0,274.0,-0.0559448740287353,2017.0,,38.71553718628429,-9.175372033504017
6803,38692,Tandra Smith,female,05/28/1975 01:28 AM,1.0,1.0,0.0,2.0,73444.0,1901.0,7.0,1932.0,515.0,1884.0,1250.0,1925.0,1339.0,421.0,458.0,209.0,0.1035954336153397,2018.0,,38.78040883469173,-9.079543812918592
6804,5443,Bsc. Maria Golden,female,09/08/1998 06:54 PM,0.0,1.0,2.0,3.0,26387.0,1860.0,16.0,280.0,657.0,823.0,803.0,78.0,2489.0,227.0,411.0,154.0,0.540073038169556,2022.0,912187.0,38.76518677318975,-9.18322159437172
6805,26296,Zane Bennett,male,12/27/1995 04:13 PM,2.0,1.0,2.0,1.0,9754.0,225.0,10.0,230.0,194.0,778.0,458.0,636.0,711.0,90.0,91.0,42.0,0.0782316226253693,2019.0,,38.74869246242524,-9.15719683161258
6806,16162,Phd. Timothy Mulligan,male,09/24/1989 08:18 AM,1.0,0.0,1.0,2.0,15595.0,2203.0,19.0,2024.0,477.0,576.0,41.0,137.0,440.0,207.0,33.0,53.0,0.0550402098942021,2015.0,970868.0,38.72535308601853,-9.126888257867874
6807,9815,Msc. Aaron Roberts,male,02/21/1968 01:02 AM,1.0,1.0,0.0,1.0,12585.0,2132.0,23.0,1568.0,452.0,222.0,26.0,57.0,922.0,176.0,223.0,188.0,0.0909178460711589,2011.0,945879.0,38.782256175594846,-9.186908152464264
6808,22778,Linda Muse,female,05/06/1964 11:39 PM,0.0,0.0,1.0,1.0,53569.0,48.0,11.0,2442.0,1194.0,4044.0,2479.0,3701.0,83.0,104.0,225.0,616.0,0.0379067543472894,2009.0,,38.72290964943862,-9.213314817269238
6809,12849,Bsc. Hector Wilkins,male,10/04/1985 01:20 PM,1.0,1.0,2.0,4.0,29981.0,917.0,17.0,318.0,432.0,1001.0,727.0,363.0,288.0,464.0,225.0,232.0,0.9830323613137304,2008.0,987154.0,38.76123900825091,-9.15080882287777
6810,10272,Lasandra Aguilar,female,08/29/1997 06:48 PM,2.0,1.0,2.0,1.0,8685.0,72.0,7.0,319.0,400.0,668.0,521.0,82.0,23.0,20.0,262.0,61.0,1.3496269805647765,2021.0,908092.0,38.74820306598397,-9.155836234137572
6811,10517,Bsc. Jeff Hankin,male,08/26/1997 09:06 AM,,0.0,2.0,1.0,28130.0,10334.0,17.0,1187.0,311.0,1087.0,787.0,190.0,1620.0,668.0,401.0,51.0,0.9565286155446406,2021.0,944682.0,38.7708651062672,-9.117920527460438
6812,3803,Msc. Larry Jordan,male,03/13/1957 07:24 PM,1.0,0.0,1.0,4.0,48209.0,3142.0,9.0,355.0,1076.0,570.0,1404.0,1085.0,209.0,232.0,240.0,337.0,0.7090665637506373,2010.0,930425.0,38.757894292816125,-9.132586156024471
6813,24693,Phillip Meadows,male,01/05/1995 09:36 AM,0.0,1.0,1.0,4.0,13119.0,994.0,9.0,275.0,792.0,581.0,1346.0,1315.0,1313.0,363.0,453.0,141.0,0.2547169611024202,2019.0,963441.0,38.7712102509115,-9.120826372750209
6814,31916,Veronica Rosenberg,female,03/23/1975 05:36 PM,1.0,0.0,0.0,2.0,15666.0,2050.0,16.0,1689.0,476.0,324.0,19.0,118.0,762.0,139.0,8.0,87.0,0.0686180311623509,2015.0,,38.76914024645287,-9.188527622051472
6815,846,Bsc. Sarah Mcmahon,female,11/30/1990 09:59 PM,3.0,2.0,0.0,1.0,39028.0,5132.0,14.0,739.0,809.0,1000.0,1726.0,1502.0,1109.0,264.0,457.0,281.0,0.0718152903086956,2013.0,904045.0,38.75535591191672,-9.176471313004685
6816,25219,Msc. Jared Villanueva,male,06/06/1956 08:27 PM,1.0,0.0,0.0,2.0,6125.0,1296.0,24.0,2084.0,377.0,511.0,43.0,70.0,1019.0,166.0,262.0,92.0,0.0729250325931539,2016.0,,38.72274406717238,-9.193537243218849
6817,22516,Steven Caudill,male,11/15/1979 09:38 AM,1.0,1.0,0.0,6.0,1268.0,541.0,13.0,136.0,134.0,104.0,939.0,122.0,442.0,262.0,437.0,75.0,0.7356909738195252,2014.0,958467.0,38.75046404325387,-9.145972986170664
6818,26715,Diane Hernandez,female,08/30/1974 01:09 PM,1.0,0.0,1.0,4.0,5708.0,3971.0,13.0,165.0,502.0,681.0,1027.0,559.0,104.0,204.0,427.0,236.0,0.1438535068563574,2007.0,915912.0,38.782060208097526,-9.141966447463597
6819,5275,Msc. Morris Wilson,male,04/10/1949 12:32 AM,1.0,0.0,1.0,4.0,22504.0,2661.0,22.0,1953.0,387.0,343.0,28.0,,602.0,234.0,202.0,117.0,0.0194327181562699,2012.0,988205.0,38.73451166878591,-9.17841946782794
6820,10776,Phd. Tony Williams,male,01/18/1982 08:23 AM,0.0,1.0,0.0,2.0,63695.0,7963.0,12.0,612.0,616.0,1113.0,1551.0,1475.0,1298.0,590.0,448.0,143.0,0.0592091050205237,2014.0,976448.0,38.74116520352292,-9.082457281454133
6821,27995,Brett Herring,male,09/15/1967 03:03 AM,1.0,0.0,0.0,5.0,39101.0,3647.0,9.0,290.0,985.0,565.0,1287.0,834.0,1391.0,225.0,523.0,128.0,0.3157733826385162,2015.0,929910.0,38.71839727573288,-9.123198588495285
6822,22962,Phd. Julia Zukof,female,07/24/1973 01:58 PM,1.0,0.0,0.0,1.0,7699.0,1124.0,23.0,1840.0,406.0,512.0,42.0,75.0,1089.0,159.0,302.0,77.0,0.1036721530158807,2015.0,948345.0,38.72883680485892,-9.11926700569225
6823,1208,Phd. Eleanor Brewster,female,08/18/1999 08:42 PM,3.0,2.0,1.0,3.0,25151.0,4795.0,8.0,451.0,760.0,,671.0,1218.0,894.0,359.0,420.0,318.0,0.1643386076857328,2023.0,943298.0,38.76955717493436,-9.118713013516496
6824,6735,Bsc. Bronwyn Brown,female,02/19/1950 05:32 PM,1.0,1.0,3.0,1.0,32262.0,3038.0,13.0,42.0,207.0,732.0,1115.0,666.0,658.0,171.0,223.0,55.0,0.3446942198076806,2008.0,961342.0,38.76394431545288,-9.180823438397024
